_cid,player_name,key_mlbam,year,position,guarantee_total_real_2025,term_start_year,ISI_lb3_lamdba_35,isi_D_days_lb3_lamdba_35,isi_N_stints_lb3_lamdba_35,recency_weighted_days_lb3_lamdba_35,recency_weighted_days_rate_lb3_lamdba_35,durability_days_rate_lb3_lamdba_35,injury_burden_lb3_lamdba_35,any_surgery_flag_lb3_lamdba_35,any_structural_flag_lb3_lamdba_35,any_tier3_plus_flag_lb3_lamdba_35,arm_days_lb3_lamdba_35,arm_share_days_lb3_lamdba_35,isi_window_seasons_avail_lb3_lamdba_35,isi_full_window_flag_lb3_lamdba_35,ISI_lb3_lamdba_5,isi_D_days_lb3_lamdba_5,isi_N_stints_lb3_lamdba_5,recency_weighted_days_lb3_lamdba_5,recency_weighted_days_rate_lb3_lamdba_5,durability_days_rate_lb3_lamdba_5,injury_burden_lb3_lamdba_5,any_surgery_flag_lb3_lamdba_5,any_structural_flag_lb3_lamdba_5,any_tier3_plus_flag_lb3_lamdba_5,arm_days_lb3_lamdba_5,arm_share_days_lb3_lamdba_5,isi_window_seasons_avail_lb3_lamdba_5,isi_full_window_flag_lb3_lamdba_5,ISI_lb3_lamdba_7,isi_D_days_lb3_lamdba_7,isi_N_stints_lb3_lamdba_7,recency_weighted_days_lb3_lamdba_7,recency_weighted_days_rate_lb3_lamdba_7,durability_days_rate_lb3_lamdba_7,injury_burden_lb3_lamdba_7,any_surgery_flag_lb3_lamdba_7,any_structural_flag_lb3_lamdba_7,any_tier3_plus_flag_lb3_lamdba_7,arm_days_lb3_lamdba_7,arm_share_days_lb3_lamdba_7,isi_window_seasons_avail_lb3_lamdba_7,isi_full_window_flag_lb3_lamdba_7,ISI_lb5_lamdba_35,isi_D_days_lb5_lamdba_35,isi_N_stints_lb5_lamdba_35,recency_weighted_days_lb5_lamdba_35,recency_weighted_days_rate_lb5_lamdba_35,durability_days_rate_lb5_lamdba_35,injury_burden_lb5_lamdba_35,any_surgery_flag_lb5_lamdba_35,any_structural_flag_lb5_lamdba_35,any_tier3_plus_flag_lb5_lamdba_35,arm_days_lb5_lamdba_35,arm_share_days_lb5_lamdba_35,isi_window_seasons_avail_lb5_lamdba_35,isi_full_window_flag_lb5_lamdba_35,ISI_lb5_lamdba_5,isi_D_days_lb5_lamdba_5,isi_N_stints_lb5_lamdba_5,recency_weighted_days_lb5_lamdba_5,recency_weighted_days_rate_lb5_lamdba_5,durability_days_rate_lb5_lamdba_5,injury_burden_lb5_lamdba_5,any_surgery_flag_lb5_lamdba_5,any_structural_flag_lb5_lamdba_5,any_tier3_plus_flag_lb5_lamdba_5,arm_days_lb5_lamdba_5,arm_share_days_lb5_lamdba_5,isi_window_seasons_avail_lb5_lamdba_5,isi_full_window_flag_lb5_lamdba_5,ISI_lb5_lamdba_7,isi_D_days_lb5_lamdba_7,isi_N_stints_lb5_lamdba_7,recency_weighted_days_lb5_lamdba_7,recency_weighted_days_rate_lb5_lamdba_7,durability_days_rate_lb5_lamdba_7,injury_burden_lb5_lamdba_7,any_surgery_flag_lb5_lamdba_7,any_structural_flag_lb5_lamdba_7,any_tier_3plus_flag_lb5_lamdba_7,arm_days_lb5_lamdba_7,arm_share_days_lb5_lamdba_7,isi_window_seasons_avail_lb5_lamdba_7,isi_full_window_flag_lb5_lamdba_7
680,"Wood, Alex",,2022,lhp-s,27473450.85,2022,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE
681,"Manaea, Sean",640455,2023,lhp-s,26384378.3,2023,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE
682,"Stripling, Ross",548389,2023,rhp,26384378.3,2023,0.174262977,67,3,33.63973845,0.013640236,0.061187215,0.013548046,0,0,0,18,0.268656716,3,TRUE,0.172314825,67,3,24.42301006,0.009903039,0.061187215,0.009854325,0,0,0,18,0.268656716,3,TRUE,0.170550549,67,3,16.06927686,0.006515768,0.061187215,0.006494632,0,0,0,18,0.268656716,3,TRUE,0.162370751,67,3,33.63973845,0.008184142,0.036712329,0.008150833,0,0,0,18,0.268656716,3,FALSE,0.16120186,67,3,24.42301006,0.005941823,0.036712329,0.00592424,0,0,0,18,0.268656716,3,FALSE,0.160143295,67,3,16.06927686,0.003909461,0.036712329,0.003901839,0,0,0,18,0.268656716,3,FALSE
683,"Cobb, Alex",502171,2022,rhp-s,21978760.68,2022,0.180349652,75,3,50.13217338,0.020327587,0.068493151,0.020123739,0,1,0,0,0,2,FALSE,0.178290899,75,3,39.63944249,0.016072995,0.068493151,0.015945193,0,1,0,0,0,2,FALSE,0.176210014,75,3,29.04041951,0.011775305,0.068493151,0.011706516,0,1,0,0,0,2,FALSE,0.166022757,75,3,50.13217338,0.012196552,0.04109589,0.012122773,0,1,0,0,0,2,FALSE,0.164787505,75,3,39.63944249,0.009643797,0.04109589,0.009597593,0,1,0,0,0,2,FALSE,0.163538974,75,3,29.04041951,0.007065183,0.04109589,0.007040342,0,1,0,0,0,2,FALSE
684,"Pederson, Joc",592626,2023,cf,20738121.34,2023,0.124655279,22,2,12.66628958,0.005135925,0.020091324,0.005122781,0,1,0,0,0,3,TRUE,0.124023466,22,2,9.38640287,0.003805997,0.020091324,0.003798773,0,1,0,0,0,3,TRUE,0.12343731,22,2,6.349672181,0.002574664,0.020091324,0.002571355,0,1,0,0,0,3,TRUE,0.120608858,22,2,12.66628958,0.003081555,0.012054795,0.003076817,0,1,0,0,0,3,FALSE,0.12022977,22,2,9.38640287,0.002283598,0.012054795,0.002280995,0,1,0,0,0,3,FALSE,0.119878077,22,2,6.349672181,0.001544799,0.012054795,0.001543607,0,1,0,0,0,3,FALSE
685,"Gausman, Kevin",592332,2021,rhp-s,22429995.24,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
686,"La Stella, Tommy",600303,2021,2b-3b,22251979.41,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
687,"Belt, Brandon",474832,2022,1b,20220459.83,2022,0.209181088,86,4,58.85539749,0.023864678,0.078538813,0.023584368,0,1,0,0,0,2,FALSE,0.206766905,86,4,45.12981329,0.01829923,0.078538813,0.018133814,0,1,0,0,0,2,FALSE,0.204427262,86,4,31.88363397,0.012928171,0.078538813,0.012845316,0,1,0,0,0,2,FALSE,0.192627427,86,4,58.85539749,0.014318807,0.047123288,0.014217261,0,1,0,0,0,2,FALSE,0.191178917,86,4,45.12981329,0.010979538,0.047123288,0.010919701,0,1,0,0,0,2,FALSE,0.189775131,86,4,31.88363397,0.007756903,0.047123288,0.007726973,0,1,0,0,0,2,FALSE
688,"Verlander, Justin",434378,2025,rhp-s,15000000,2025,0.279861387,234,4,160.70753,0.065163666,0.21369863,0.063128465,0,1,0,117,0.5,3,TRUE,0.273385246,234,4,122.4810086,0.049663582,0.21369863,0.048469715,0,1,0,117,0.5,3,TRUE,0.267329836,234,4,86.34515381,0.035011221,0.21369863,0.034412268,0,1,0,117,0.5,3,TRUE,0.270115562,234,6,160.70753,0.0390982,0.128219178,0.038353221,1,1,1,117,0.5,5,TRUE,0.266229877,234,6,122.4810086,0.029798149,0.128219178,0.029362811,1,1,1,117,0.5,5,TRUE,0.262596631,234,6,86.34515381,0.021006732,0.128219178,0.020789133,1,1,1,117,0.5,5,TRUE
689,"Jackson, Luke",,2023,rhp,12136814.02,2023,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE
690,"Murphy, Tom",,2024,c,8457220.992,2024,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE
691,"Flores, Wilmer",527038,2020,of,7764391.944,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
692,"DeSclafani, Anthony",543101,2021,rhp-s,7120633.41,2021,0.079389343,15,1,9.760663512,0.003957752,0.01369863,0.003949941,0,0,0,0,0,1,FALSE,0.078981162,15,1,7.79404812,0.00316033,0.01369863,0.003155346,0,0,0,0,0,1,FALSE,0.078561885,15,1,5.77397286,0.00234123,0.01369863,0.002338493,0,0,0,0,0,1,FALSE,0.076540088,15,1,9.760663512,0.002374651,0.008219178,0.002371836,0,0,0,0,0,1,FALSE,0.07629518,15,1,7.79404812,0.001896198,0.008219178,0.001894402,0,0,0,0,0,1,FALSE,0.076043614,15,1,5.77397286,0.001404738,0.008219178,0.001403752,0,0,0,0,0,1,FALSE
693,"Pederson, Joc",592626,2022,rf,6593628.204,2022,0.078581256,13,1,9.285940332,0.003765262,0.011872146,0.003758191,0,1,0,0,0,2,FALSE,0.078227499,13,1,7.414973962,0.003006623,0.011872146,0.003002112,0,1,0,0,0,2,FALSE,0.077864126,13,1,5.493147817,0.002227361,0.011872146,0.002224884,0,1,0,0,0,2,FALSE,0.076055236,13,1,9.285940332,0.002259157,0.007123288,0.002256609,0,1,0,0,0,2,FALSE,0.075842982,13,1,7.414973962,0.001803974,0.007123288,0.001802348,0,1,0,0,0,2,FALSE,0.075624958,13,1,5.493147817,0.001336416,0.007123288,0.001335524,0,1,0,0,0,2,FALSE
694,"McGee, Jake",459429,2021,lhp,5933861.175,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
695,"Smyly, Drew",592767,2020,lhp-s,4969210.844,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
696,"Pence, Hunter",452254,2020,rf,3726908.133,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
697,"Wood, Alex",,2021,lhp-s,3560316.705,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
698,"Alvarez, Jose",,2021,lhp,1364788.07,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
699,"Beckham, Gordon",493596,2020,2b,,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
700,"Blevins, Jerry",460283,2020,lhp,,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
701,"Cahill, Trevor",502239,2020,rhp-s,,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
702,"Hamilton, Billy",559139,2020,cf,,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
703,"Ross, Tyson",475115,2020,rhp-s,,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
704,"Sandoval, Pablo",467055,2020,3b,,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
705,"Vincent, Nick",543883,2020,rhp,,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
706,"Martinez, Carlos",501644,2022,rhp-s,,2022,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE
707,"Pérez, Roberto",502107,2023,c,,2023,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE
708,"Ross, Joe",,2023,rhp-s,,2023,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE
709,"Stassi, Max",545358,2025,c,,2025,0.285222106,290,3,206.6700499,0.083800542,0.264840183,0.080473885,1,1,1,0,0,3,TRUE,0.276915172,290,3,154.0981008,0.062483676,0.264840183,0.060609258,1,1,1,0,0,3,TRUE,0.269271575,290,3,105.2137511,0.042662057,0.264840183,0.041777113,1,1,1,0,0,3,TRUE,0.301539293,351,6,219.941725,0.053509164,0.192328767,0.052126652,1,1,1,0,0,5,TRUE,0.295751861,351,6,160.6218505,0.039077355,0.192328767,0.038333161,1,1,1,0,0,5,TRUE,0.290689389,351,6,107.7597254,0.026216639,0.192328767,0.025878873,1,1,1,0,0,5,TRUE
710,"Trivino, Lou",642152,2025,rhp,,2025,0.456105676,531,3,692.8032602,0.280917767,0.484931507,0.247576827,1,1,1,516,0.971751412,3,TRUE,0.441653351,531,3,552.1134659,0.223870889,0.484931507,0.202018696,1,1,1,516,0.971751412,3,TRUE,0.426930642,531,3,408.246997,0.165535934,0.484931507,0.153181011,1,1,1,516,0.971751412,3,TRUE,0.331476371,531,3,692.8032602,0.16855066,0.290958904,0.155764229,1,1,1,516,0.971751412,5,TRUE,0.322804976,531,3,552.1134659,0.134322534,0.290958904,0.126035586,1,1,1,516,0.971751412,5,TRUE,0.31397135,531,3,408.246997,0.099321561,0.290958904,0.094693226,1,1,1,516,0.971751412,5,TRUE
711,"Contreras, Willson",575929,2023,c,92345324.05,2023,0.168126811,52,3,28.39688503,0.011514365,0.047488584,0.011448579,0,1,0,0,0,3,TRUE,0.166650587,52,3,21.45130329,0.008698071,0.047488584,0.008660461,0,1,0,0,0,3,TRUE,0.165250234,52,3,14.87580193,0.006031838,0.047488584,0.006013719,0,1,0,0,0,3,TRUE,0.158689052,52,3,28.39688503,0.006908619,0.028493151,0.006884864,0,1,0,0,0,3,FALSE,0.157803318,52,3,21.45130329,0.005218843,0.028493151,0.005205272,0,1,0,0,0,3,FALSE,0.156963106,52,3,14.87580193,0.003619103,0.028493151,0.00361257,0,1,0,0,0,3,FALSE
712,"Gray, Sonny",543243,2024,rhp-s,76883827.2,2024,0.262476476,141,6,54.71206727,0.022184641,0.128767123,0.021942142,0,1,0,0,0,3,TRUE,0.258474251,141,6,34.79560391,0.014108917,0.128767123,0.014010312,0,1,0,0,0,3,TRUE,0.25531797,141,6,19.19732774,0.00778413,0.128767123,0.00775399,0,1,0,0,0,3,TRUE,0.255345343,153,7,57.44456696,0.013975569,0.083835616,0.013878811,0,1,0,0,0,4,FALSE,0.252776981,153,7,36.18687368,0.008803829,0.083835616,0.008765301,0,1,0,0,0,4,FALSE,0.250780395,153,7,19.76297581,0.004808093,0.083835616,0.004796571,0,1,0,0,0,4,FALSE
713,"Matz, Steven",571927,2022,lhp-s,48353273.5,2022,0.129678936,32,2,19.87197853,0.008057687,0.029223744,0.008025397,0,1,0,15,0.46875,2,FALSE,0.128769902,32,2,14.77634497,0.00599151,0.029223744,0.005973633,0,1,0,15,0.46875,2,FALSE,0.127908658,32,2,10.04066645,0.004071288,0.029223744,0.004063023,0,1,0,15,0.46875,2,FALSE,0.123623053,32,2,19.87197853,0.004834612,0.017534247,0.004822963,0,1,0,15,0.46875,2,FALSE,0.123077632,32,2,14.77634497,0.003594906,0.017534247,0.00358846,0,1,0,15,0.46875,2,FALSE,0.122560886,32,2,10.04066645,0.002442773,0.017534247,0.002439794,0,1,0,15,0.46875,2,FALSE
714,"Gibson, Kyle",,2024,rhp-s,13326530.05,2024,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE
715,"Lynn, Lance",458681,2024,rhp-s,11276294.66,2024,0.19246947,102,3,60.50376448,0.024533058,0.093150685,0.024236955,1,1,1,0,0,3,TRUE,0.189502437,102,3,40.60303181,0.016463712,0.093150685,0.016329654,1,1,1,0,0,3,TRUE,0.187044381,102,3,23.96082261,0.009715631,0.093150685,0.009668738,1,1,1,0,0,3,TRUE,0.173294647,102,3,60.50376448,0.014719835,0.055890411,0.014612549,1,1,1,0,0,4,FALSE,0.171514427,102,3,40.60303181,0.009878227,0.055890411,0.009829756,1,1,1,0,0,4,FALSE,0.170039594,102,3,23.96082261,0.005829379,0.055890411,0.005812453,1,1,1,0,0,4,FALSE
716,"Molina, Yadier",425877,2021,c,10680950.12,2021,0.095503145,50,1,29.57776822,0.011993189,0.0456621,0.011921841,0,0,0,0,0,1,FALSE,0.094142542,50,1,23.61832764,0.009576756,0.0456621,0.00953119,0,0,0,0,0,1,FALSE,0.092744953,50,1,17.49688746,0.007094635,0.0456621,0.007069587,0,0,0,0,0,1,FALSE,0.08620837,50,1,29.57776822,0.007195914,0.02739726,0.007170146,0,0,0,0,0,1,FALSE,0.085392008,50,1,23.61832764,0.005746054,0.02739726,0.005729608,0,0,0,0,0,1,FALSE,0.084553454,50,1,17.49688746,0.004256781,0.02739726,0.004247747,0,0,0,0,0,1,FALSE
717,"Wainwright, Adam",425794,2021,rhp-s,9494177.88,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
718,"Middleton, Keynan",641871,2024,rhp,6150706.176,2024,0.242395962,122,5,69.17117574,0.028047518,0.111415525,0.02766139,0,1,0,64,0.524590164,3,TRUE,0.238879215,122,5,50.00997085,0.020278036,0.111415525,0.020075174,0,1,0,64,0.524590164,3,TRUE,0.235773018,122,5,32.86294761,0.013325263,0.111415525,0.013237263,0,1,0,64,0.524590164,3,TRUE,0.220159751,122,5,69.17117574,0.016828511,0.066849315,0.016688481,0,1,0,64,0.524590164,4,FALSE,0.218049703,122,5,50.00997085,0.012166822,0.066849315,0.012093401,0,1,0,64,0.524590164,4,FALSE,0.216185984,122,5,32.86294761,0.007995158,0.066849315,0.007963366,0,1,0,64,0.524590164,4,FALSE
719,"Dickerson, Corey",572816,2022,lf,5494690.17,2022,0.097352762,51,1,38.25093114,0.015509982,0.046575342,0.015390932,0,1,0,0,0,2,FALSE,0.095964947,51,1,30.5439889,0.012384972,0.046575342,0.012308906,0,1,0,0,0,2,FALSE,0.094539406,51,1,22.62754351,0.009175013,0.046575342,0.009133178,0,1,0,0,0,2,FALSE,0.08731814,51,1,38.25093114,0.009305989,0.027945205,0.009262955,0,1,0,0,0,2,FALSE,0.086485451,51,1,30.5439889,0.007430983,0.027945205,0.00740351,0,1,0,0,0,2,FALSE,0.085630126,51,1,22.62754351,0.005505008,0.027945205,0.005489911,0,1,0,0,0,2,FALSE
720,"Wainwright, Adam",425794,2020,rhp-s,6211513.555,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
721,"McFarland, T.J.",519008,2022,lhp,2747345.085,2022,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE
722,"Pujols, Albert",405395,2022,dh-1b,2747345.085,2022,0.072730945,1,1,0.591555364,0.000239864,0.000913242,0.000239835,0,0,0,0,0,2,FALSE,0.072703733,1,1,0.472366553,0.000191535,0.000913242,0.000191517,0,0,0,0,0,2,FALSE,0.072675782,1,1,0.349937749,0.000141893,0.000913242,0.000141883,0,0,0,0,0,2,FALSE,0.07254505,1,1,0.591555364,0.000143918,0.000547945,0.000143908,0,0,0,0,0,2,FALSE,0.072528723,1,1,0.472366553,0.000114921,0.000547945,0.000114914,0,0,0,0,0,2,FALSE,0.072511952,1,1,0.349937749,8.51E-05,0.000547945,8.51E-05,0,0,0,0,0,2,FALSE
723,"Maton, Phil",664208,2025,rhp,2000000,2025,0.079987966,16,1,10.46990649,0.004245336,0.014611872,0.00423635,0,1,0,16,1,3,TRUE,0.079511776,16,1,7.195854478,0.002917774,0.014611872,0.002913526,0,1,0,16,1,3,TRUE,0.079099973,16,1,4.364506364,0.001769719,0.014611872,0.001768155,0,1,0,16,1,3,TRUE,0.076899262,16,1,10.46990649,0.002547202,0.008767123,0.002543963,0,1,0,16,1,5,TRUE,0.076613548,16,1,7.195854478,0.001750664,0.008767123,0.001749134,0,1,0,16,1,5,TRUE,0.076366467,16,1,4.364506364,0.001061832,0.008767123,0.001061268,0,1,0,16,1,5,TRUE
724,"Crawford, Brandon",543063,2024,ss,2050235.392,2024,0.261699635,97,7,57.45052768,0.023295032,0.088584475,0.023027844,0,1,0,14,0.144329897,3,TRUE,0.258973923,97,7,43.17407966,0.01750622,0.088584475,0.017354751,0,1,0,14,0.144329897,3,TRUE,0.256423437,97,7,29.83088707,0.012095824,0.088584475,0.012023254,0,1,0,14,0.144329897,3,TRUE,0.243739229,97,7,57.45052768,0.013977019,0.053150685,0.013880241,0,1,0,14,0.144329897,4,FALSE,0.242103802,97,7,43.17407966,0.010503732,0.053150685,0.010448951,0,1,0,14,0.144329897,4,FALSE,0.24057351,97,7,29.83088707,0.007257494,0.053150685,0.007231285,0,1,0,14,0.144329897,4,FALSE
725,"Wieters, Matt",446308,2020,c,2484605.422,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
726,"Parker, Blake",453284,2022,rhp,,2022,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE
